state,county,state_code,county_code,year_span,measure_name,measure_id,rate
MN,Nicollet County,27,103,2006,Adult obesity,11,27
TX,Jim Hogg County,48,247,2007,Adult obesity,11,27
OR,Hood River County,41,27,2007,Adult obesity,11,27
OR,Hood River County,41,27,2008,Adult obesity,11,27
OR,Jefferson County,41,31,2007,Adult obesity,11,27
OR,Jefferson County,41,31,2008,Adult obesity,11,27
TX,Jim Wells County,48,249,2007,Adult obesity,11,27
TX,Jones County,48,253,2007,Adult obesity,11,27
VA,Goochland County,51,75,2009,Adult obesity,11,27
VA,Grayson County,51,77,2008,Adult obesity,11,27
MI,Montmorency County,26,119,2006,Adult obesity,11,27
IL,Saline County,17,165,2008,Adult obesity,11,27
IL,Sangamon County,17,167,2006,Adult obesity,11,27
IL,Schuyler County,17,169,2006,Adult obesity,11,27
NE,Logan County,31,113,2004,Adult obesity,11,27
ID,Lewis County,16,61,2005,Adult obesity,11,27
ID,Lewis County,16,61,2008,Adult obesity,11,27
VA,Frederick County,51,69,2006,Adult obesity,11,27
VA,Gloucester County,51,73,2006,Adult obesity,11,27
NE,Knox County,31,107,2006,Adult obesity,11,27
NE,Lancaster County,31,109,2010,Adult obesity,11,27
NE,Lincoln County,31,111,2004,Adult obesity,11,27
VA,Goochland County,51,75,2005,Adult obesity,11,27
VA,Goochland County,51,75,2007,Adult obesity,11,27
TX,Karnes County,48,255,2006,Adult obesity,11,27
TX,Kaufman County,48,257,2007,Adult obesity,11,27
CA,Yolo County,6,113,2008,Adult obesity,11,27
TX,Kenedy County,48,261,2007,Adult obesity,11,27
TX,Kent County,48,263,2008,Adult obesity,11,27
OR,Grant County,41,23,2007,Adult obesity,11,27
OR,Grant County,41,23,2008,Adult obesity,11,27
OR,Hood River County,41,27,2006,Adult obesity,11,27
MN,Mille Lacs County,27,95,2009,Adult obesity,11,27
MN,Morrison County,27,97,2006,Adult obesity,11,27
OR,Gilliam County,41,21,2009,Adult obesity,11,27
OR,Gilliam County,41,21,2010,Adult obesity,11,27
TX,Kimble County,48,267,2009,Adult obesity,11,27
VA,Fluvanna County,51,65,2006,Adult obesity,11,27
ND,Traill County,38,97,2004,Adult obesity,11,27
NE,Keya Paha County,31,103,2005,Adult obesity,11,27
NE,Keya Paha County,31,103,2010,Adult obesity,11,27
NE,Kimball County,31,105,2005,Adult obesity,11,27
ND,Ward County,38,101,2008,Adult obesity,11,27
VA,Franklin County,51,67,2006,Adult obesity,11,27
TX,King County,48,269,2006,Adult obesity,11,27
TX,Kinney County,48,271,2008,Adult obesity,11,27
MN,Marshall County,27,89,2006,Adult obesity,11,27
GA,Evans County,13,109,2005,Adult obesity,11,27
MN,Marshall County,27,89,2010,Adult obesity,11,27
MN,Martin County,27,91,2005,Adult obesity,11,27
MN,Martin County,27,91,2006,Adult obesity,11,27
MN,Martin County,27,91,2009,Adult obesity,11,27
MN,Martin County,27,91,2010,Adult obesity,11,27
ND,Williams County,38,105,2006,Adult obesity,11,27
NE,Johnson County,31,97,2005,Adult obesity,11,27
NE,Kearney County,31,99,2009,Adult obesity,11,27
MI,Oakland County,26,125,2010,Adult obesity,11,27
MI,Oceana County,26,127,2006,Adult obesity,11,27
KS,Ellsworth County,20,53,2005,Adult obesity,11,27
KS,Ellsworth County,20,53,2006,Adult obesity,11,27
KS,Finney County,20,55,2006,Adult obesity,11,27
TX,Kleberg County,48,273,2007,Adult obesity,11,27
TX,Kleberg County,48,273,2008,Adult obesity,11,27
TX,Knox County,48,275,2007,Adult obesity,11,27
OR,Crook County,41,13,2006,Adult obesity,11,27
OR,Crook County,41,13,2008,Adult obesity,11,27
OR,Crook County,41,13,2010,Adult obesity,11,27
OR,Curry County,41,15,2008,Adult obesity,11,27
TX,Lamar County,48,277,2005,Adult obesity,11,27
TX,Lamar County,48,277,2007,Adult obesity,11,27
VA,Fauquier County,51,61,2009,Adult obesity,11,27
ID,Jefferson County,16,51,2010,Adult obesity,11,27
ID,Jerome County,16,53,2007,Adult obesity,11,27
OH,Ashland County,39,5,2006,Adult obesity,11,27
ND,Wells County,38,103,2004,Adult obesity,11,27
ND,Wells County,38,103,2008,Adult obesity,11,27
ND,Williams County,38,105,2004,Adult obesity,11,27
ND,Williams County,38,105,2005,Adult obesity,11,27
TX,Lampasas County,48,281,2008,Adult obesity,11,27
GA,Floyd County,13,115,2010,Adult obesity,11,27
TX,La Salle County,48,283,2006,Adult obesity,11,27
TX,Lavaca County,48,285,2006,Adult obesity,11,27
TX,Lavaca County,48,285,2007,Adult obesity,11,27
TX,Lavaca County,48,285,2008,Adult obesity,11,27
TX,Lavaca County,48,285,2009,Adult obesity,11,27
TX,Lee County,48,287,2005,Adult obesity,11,27
VA,Dickenson County,51,51,2006,Adult obesity,11,27
VA,Dinwiddie County,51,53,2004,Adult obesity,11,27
VA,Essex County,51,57,2005,Adult obesity,11,27
IL,Scott County,17,171,2007,Adult obesity,11,27
IL,Scott County,17,171,2008,Adult obesity,11,27
IL,Shelby County,17,173,2007,Adult obesity,11,27
IL,Shelby County,17,173,2008,Adult obesity,11,27
NE,Jefferson County,31,95,2006,Adult obesity,11,27
OH,Ashtabula County,39,7,2006,Adult obesity,11,27
VA,Fauquier County,51,61,2006,Adult obesity,11,27
TX,Lee County,48,287,2006,Adult obesity,11,27
TX,Lee County,48,287,2008,Adult obesity,11,27
MN,Mahnomen County,27,87,2006,Adult obesity,11,27
KS,Anderson County,20,3,2006,Adult obesity,11,27
KS,Atchison County,20,5,2004,Adult obesity,11,27
MN,Mahnomen County,27,87,2007,Adult obesity,11,27
VA,Culpeper County,51,47,2004,Adult obesity,11,27
MI,Ontonagon County,26,131,2004,Adult obesity,11,27
NE,Holt County,31,89,2006,Adult obesity,11,27
NE,Howard County,31,93,2004,Adult obesity,11,27
IL,Schuyler County,17,169,2007,Adult obesity,11,27
IL,Schuyler County,17,169,2009,Adult obesity,11,27
KS,Elk County,20,49,2005,Adult obesity,11,27
KS,Ellis County,20,51,2006,Adult obesity,11,27
MI,Osceola County,26,133,2005,Adult obesity,11,27
VA,Cumberland County,51,49,2005,Adult obesity,11,27
TX,Leon County,48,289,2008,Adult obesity,11,27
TX,Liberty County,48,291,2005,Adult obesity,11,27
CA,Tulare County,6,107,2006,Adult obesity,11,27
OK,Woodward County,40,153,2007,Adult obesity,11,27
OR,Baker County,41,1,2008,Adult obesity,11,27
VA,Chesterfield County,51,41,2007,Adult obesity,11,27
VA,Chesterfield County,51,41,2008,Adult obesity,11,27
OH,Brown County,39,15,2006,Adult obesity,11,27
OH,Carroll County,39,19,2005,Adult obesity,11,27
VA,Chesterfield County,51,41,2009,Adult obesity,11,27
VA,Craig County,51,45,2007,Adult obesity,11,27
VA,Craig County,51,45,2009,Adult obesity,11,27
MT,Dawson County,30,21,2010,Adult obesity,11,27
MT,Deer Lodge County,30,23,2007,Adult obesity,11,27
MT,Deer Lodge County,30,23,2009,Adult obesity,11,27
OK,Woodward County,40,153,2004,Adult obesity,11,27
MN,Lincoln County,27,81,2007,Adult obesity,11,27
MN,Lincoln County,27,81,2008,Adult obesity,11,27
MN,McLeod County,27,85,2007,Adult obesity,11,27
TX,Lipscomb County,48,295,2008,Adult obesity,11,27
KS,Douglas County,20,45,2009,Adult obesity,11,27
KS,Edwards County,20,47,2006,Adult obesity,11,27
NE,Harlan County,31,83,2006,Adult obesity,11,27
NE,Harlan County,31,83,2007,Adult obesity,11,27
NE,Harlan County,31,83,2009,Adult obesity,11,27
NE,Hayes County,31,85,2004,Adult obesity,11,27
NE,Hayes County,31,85,2005,Adult obesity,11,27
NE,Hitchcock County,31,87,2006,Adult obesity,11,27
OH,Champaign County,39,21,2006,Adult obesity,11,27
ID,Clearwater County,16,35,2008,Adult obesity,11,27
MI,Otsego County,26,137,2004,Adult obesity,11,27
VA,Charlotte County,51,37,2004,Adult obesity,11,27
TX,Live Oak County,48,297,2006,Adult obesity,11,27
TX,Live Oak County,48,297,2007,Adult obesity,11,27
TX,Llano County,48,299,2009,Adult obesity,11,27
TX,Lubbock County,48,303,2006,Adult obesity,11,27
TX,Lubbock County,48,303,2008,Adult obesity,11,27
TX,Lubbock County,48,303,2009,Adult obesity,11,27
OK,Tulsa County,40,143,2007,Adult obesity,11,27
OK,Tulsa County,40,143,2008,Adult obesity,11,27
OK,Wagoner County,40,145,2004,Adult obesity,11,27
OK,Washita County,40,149,2004,Adult obesity,11,27
VA,Caroline County,51,33,2004,Adult obesity,11,27
ID,Custer County,16,37,2007,Adult obesity,11,27
ID,Custer County,16,37,2010,Adult obesity,11,27
IL,Stephenson County,17,177,2006,Adult obesity,11,27
NE,Greeley County,31,77,2005,Adult obesity,11,27
NE,Hall County,31,79,2004,Adult obesity,11,27
NE,Harlan County,31,83,2004,Adult obesity,11,27
NE,Harlan County,31,83,2005,Adult obesity,11,27
MI,Oscoda County,26,135,2004,Adult obesity,11,27
KS,Douglas County,20,45,2008,Adult obesity,11,27
MI,Presque Isle County,26,141,2005,Adult obesity,11,27
KS,Decatur County,20,39,2006,Adult obesity,11,27
VA,Botetourt County,51,23,2008,Adult obesity,11,27
VA,Botetourt County,51,23,2010,Adult obesity,11,27
OH,Clermont County,39,25,2010,Adult obesity,11,27
OH,Coshocton County,39,31,2005,Adult obesity,11,27
ID,Cassia County,16,31,2007,Adult obesity,11,27
ID,Clark County,16,33,2008,Adult obesity,11,27
VA,Buchanan County,51,27,2005,Adult obesity,11,27
VA,Buckingham County,51,29,2004,Adult obesity,11,27
TX,Lynn County,48,305,2006,Adult obesity,11,27
TX,Lynn County,48,305,2008,Adult obesity,11,27
TX,McCulloch County,48,307,2008,Adult obesity,11,27
TX,McMullen County,48,311,2006,Adult obesity,11,27
OK,Texas County,40,139,2005,Adult obesity,11,27
GA,Franklin County,13,119,2006,Adult obesity,11,27
GA,Franklin County,13,119,2007,Adult obesity,11,27
GA,Franklin County,13,119,2008,Adult obesity,11,27
VA,Bland County,51,21,2005,Adult obesity,11,27
VA,Bland County,51,21,2006,Adult obesity,11,27
IL,Stark County,17,175,2007,Adult obesity,11,27
IL,Stark County,17,175,2008,Adult obesity,11,27
OH,Cuyahoga County,39,35,2006,Adult obesity,11,27
MI,Ottawa County,26,139,2006,Adult obesity,11,27
MI,Ottawa County,26,139,2008,Adult obesity,11,27
MI,Presque Isle County,26,141,2004,Adult obesity,11,27
MN,Lake County,27,75,2008,Adult obesity,11,27
MT,Fallon County,30,25,2008,Adult obesity,11,27
OK,Seminole County,40,133,2005,Adult obesity,11,27
OK,Stephens County,40,137,2004,Adult obesity,11,27
MN,Lake of the Woods County,27,77,2007,Adult obesity,11,27
MN,Le Sueur County,27,79,2006,Adult obesity,11,27
MN,Le Sueur County,27,79,2007,Adult obesity,11,27
TX,Madison County,48,313,2005,Adult obesity,11,27
NE,Garfield County,31,71,2006,Adult obesity,11,27
NE,Garfield County,31,71,2009,Adult obesity,11,27
NE,Gosper County,31,73,2005,Adult obesity,11,27
OH,Defiance County,39,39,2006,Adult obesity,11,27
MI,Presque Isle County,26,141,2006,Adult obesity,11,27
KS,Cowley County,20,35,2005,Adult obesity,11,27
VA,Bedford County,51,19,2007,Adult obesity,11,27
TX,Marion County,48,315,2005,Adult obesity,11,27
TX,Martin County,48,317,2008,Adult obesity,11,27
GA,Gilmer County,13,123,2008,Adult obesity,11,27
GA,Glascock County,13,125,2006,Adult obesity,11,27
GA,Glascock County,13,125,2007,Adult obesity,11,27
GA,Glascock County,13,125,2008,Adult obesity,11,27
GA,Glascock County,13,125,2009,Adult obesity,11,27
GA,Glynn County,13,127,2004,Adult obesity,11,27
MT,Deer Lodge County,30,23,2010,Adult obesity,11,27
TX,Mason County,48,319,2008,Adult obesity,11,27
OH,Delaware County,39,41,2007,Adult obesity,11,27
OH,Delaware County,39,41,2008,Adult obesity,11,27
ID,Canyon County,16,27,2005,Adult obesity,11,27
OH,Cuyahoga County,39,35,2010,Adult obesity,11,27
OH,Darke County,39,37,2006,Adult obesity,11,27
TX,Mason County,48,319,2009,Adult obesity,11,27
TX,Mason County,48,319,2010,Adult obesity,11,27
TX,Matagorda County,48,321,2004,Adult obesity,11,27
TX,Matagorda County,48,321,2005,Adult obesity,11,27
TX,Maverick County,48,323,2007,Adult obesity,11,27
TX,Maverick County,48,323,2008,Adult obesity,11,27
GA,Grady County,13,131,2004,Adult obesity,11,27
OK,Pushmataha County,40,127,2004,Adult obesity,11,27
OK,Roger Mills County,40,129,2004,Adult obesity,11,27
TX,Menard County,48,327,2008,Adult obesity,11,27
VA,Augusta County,51,15,2009,Adult obesity,11,27
VA,Bath County,51,17,2006,Adult obesity,11,27
VA,Bath County,51,17,2007,Adult obesity,11,27
VA,Bath County,51,17,2008,Adult obesity,11,27
VA,Bath County,51,17,2009,Adult obesity,11,27
OH,Franklin County,39,49,2006,Adult obesity,11,27
OH,Geauga County,39,55,2004,Adult obesity,11,27
OH,Geauga County,39,55,2005,Adult obesity,11,27
OH,Geauga County,39,55,2007,Adult obesity,11,27
OH,Delaware County,39,41,2006,Adult obesity,11,27
MN,Koochiching County,27,71,2008,Adult obesity,11,27
GA,Gwinnett County,13,135,2006,Adult obesity,11,27
OK,Pontotoc County,40,123,2004,Adult obesity,11,27
OK,Pontotoc County,40,123,2005,Adult obesity,11,27
GA,Glynn County,13,127,2009,Adult obesity,11,27
GA,Gordon County,13,129,2005,Adult obesity,11,27
OH,Geauga County,39,55,2008,Adult obesity,11,27
OH,Geauga County,39,55,2010,Adult obesity,11,27
OH,Greene County,39,57,2006,Adult obesity,11,27
IL,Tazewell County,17,179,2006,Adult obesity,11,27
IL,Tazewell County,17,179,2007,Adult obesity,11,27
IL,Tazewell County,17,179,2009,Adult obesity,11,27
IL,Tazewell County,17,179,2010,Adult obesity,11,27
GA,Harris County,13,145,2005,Adult obesity,11,27
GA,Habersham County,13,137,2009,Adult obesity,11,27
GA,Hall County,13,139,2008,Adult obesity,11,27
MN,Lac qui Parle County,27,73,2007,Adult obesity,11,27
MN,Lac qui Parle County,27,73,2008,Adult obesity,11,27
MN,Lake County,27,75,2006,Adult obesity,11,27
MN,Lake County,27,75,2007,Adult obesity,11,27
TX,Midland County,48,329,2008,Adult obesity,11,27
TX,Midland County,48,329,2009,Adult obesity,11,27
TX,Milam County,48,331,2005,Adult obesity,11,27
IL,Vermilion County,17,183,2005,Adult obesity,11,27
ID,Butte County,16,23,2006,Adult obesity,11,27
ID,Butte County,16,23,2008,Adult obesity,11,27
VA,Amelia County,51,7,2004,Adult obesity,11,27
KS,Coffey County,20,31,2005,Adult obesity,11,27
KS,Comanche County,20,33,2006,Adult obesity,11,27
VA,Amherst County,51,9,2005,Adult obesity,11,27
TX,Milam County,48,331,2006,Adult obesity,11,27
GA,Haralson County,13,143,2005,Adult obesity,11,27
GA,Haralson County,13,143,2006,Adult obesity,11,27
IN,Adams County,18,1,2005,Adult obesity,11,27
IN,Allen County,18,3,2006,Adult obesity,11,27
GA,Haralson County,13,143,2007,Adult obesity,11,27
MT,Hill County,30,41,2006,Adult obesity,11,27
GA,Hart County,13,147,2004,Adult obesity,11,27
VA,Albemarle County,51,3,2010,Adult obesity,11,27
VA,Alleghany County,51,5,2007,Adult obesity,11,27
ID,Camas County,16,25,2007,Adult obesity,11,27
OH,Hamilton County,39,61,2007,Adult obesity,11,27
OH,Hamilton County,39,61,2008,Adult obesity,11,27
OH,Hamilton County,39,61,2009,Adult obesity,11,27
OH,Hancock County,39,63,2005,Adult obesity,11,27
IL,Union County,17,181,2006,Adult obesity,11,27
GA,Hart County,13,147,2006,Adult obesity,11,27
GA,Heard County,13,149,2005,Adult obesity,11,27
GA,Heard County,13,149,2006,Adult obesity,11,27
KS,Barton County,20,9,2005,Adult obesity,11,27
MN,Kittson County,27,69,2006,Adult obesity,11,27
MI,Shiawassee County,26,155,2004,Adult obesity,11,27
KS,Clay County,20,27,2005,Adult obesity,11,27
KS,Cloud County,20,29,2006,Adult obesity,11,27
MI,Shiawassee County,26,155,2005,Adult obesity,11,27
VA,Virginia,51,0,2006,Adult obesity,11,27
VA,Virginia,51,0,2007,Adult obesity,11,27
VA,Virginia,51,0,2008,Adult obesity,11,27
ID,Bonneville County,16,19,2009,Adult obesity,11,27
VA,Albemarle County,51,3,2009,Adult obesity,11,27
TX,Montague County,48,337,2008,Adult obesity,11,27
TX,Montgomery County,48,339,2009,Adult obesity,11,27
CA,Solano County,6,95,2009,Adult obesity,11,27
CA,Solano County,6,95,2010,Adult obesity,11,27
GA,Jasper County,13,159,2004,Adult obesity,11,27
GA,Henry County,13,151,2004,Adult obesity,11,27
GA,Houston County,13,153,2005,Adult obesity,11,27
OK,Oklahoma County,40,109,2006,Adult obesity,11,27
TX,Moore County,48,341,2006,Adult obesity,11,27
NE,Franklin County,31,61,2005,Adult obesity,11,27
NE,Frontier County,31,63,2006,Adult obesity,11,27
OH,Highland County,39,71,2004,Adult obesity,11,27
OH,Highland County,39,71,2006,Adult obesity,11,27
MI,Schoolcraft County,26,153,2005,Adult obesity,11,27
TX,Motley County,48,345,2008,Adult obesity,11,27
TX,Motley County,48,345,2010,Adult obesity,11,27
MN,Jackson County,27,63,2006,Adult obesity,11,27
GA,Lamar County,13,171,2005,Adult obesity,11,27
OK,McClain County,40,87,2005,Adult obesity,11,27
OK,McIntosh County,40,91,2004,Adult obesity,11,27
GA,Jeff Davis County,13,161,2009,Adult obesity,11,27
OK,Major County,40,93,2004,Adult obesity,11,27
OK,Major County,40,93,2007,Adult obesity,11,27
GA,Irwin County,13,155,2004,Adult obesity,11,27
GA,Irwin County,13,155,2005,Adult obesity,11,27
GA,Jackson County,13,157,2007,Adult obesity,11,27
GA,Jackson County,13,157,2008,Adult obesity,11,27
MN,Kanabec County,27,65,2007,Adult obesity,11,27
MN,Kandiyohi County,27,67,2007,Adult obesity,11,27
UT,Weber County,49,57,2010,Adult obesity,11,27
MI,Van Buren County,26,159,2005,Adult obesity,11,27
KS,Cherokee County,20,21,2005,Adult obesity,11,27
KS,Cheyenne County,20,23,2006,Adult obesity,11,27
ID,Boise County,16,15,2007,Adult obesity,11,27
VT,Franklin County,50,11,2006,Adult obesity,11,27
TX,Navarro County,48,349,2005,Adult obesity,11,27
TX,Newton County,48,351,2004,Adult obesity,11,27
TX,Newton County,48,351,2005,Adult obesity,11,27
TX,Newton County,48,351,2006,Adult obesity,11,27
GA,Jones County,13,169,2004,Adult obesity,11,27
MT,Lake County,30,47,2010,Adult obesity,11,27
MT,Liberty County,30,51,2006,Adult obesity,11,27
TX,Nolan County,48,353,2007,Adult obesity,11,27
MN,Isanti County,27,59,2007,Adult obesity,11,27
MN,Isanti County,27,59,2008,Adult obesity,11,27
UT,Uintah County,49,47,2008,Adult obesity,11,27
NE,Douglas County,31,55,2006,Adult obesity,11,27
NE,Douglas County,31,55,2007,Adult obesity,11,27
NE,Douglas County,31,55,2009,Adult obesity,11,27
NE,Dundy County,31,57,2005,Adult obesity,11,27
NE,Dundy County,31,57,2006,Adult obesity,11,27
OH,Jefferson County,39,81,2004,Adult obesity,11,27
OH,Jefferson County,39,81,2005,Adult obesity,11,27
UT,Weber County,49,57,2009,Adult obesity,11,27
MI,Wexford County,26,165,2005,Adult obesity,11,27
UT,Sanpete County,49,39,2009,Adult obesity,11,27
OH,Lake County,39,85,2006,Adult obesity,11,27
IL,Vermilion County,17,183,2008,Adult obesity,11,27
IL,Wabash County,17,185,2007,Adult obesity,11,27
IL,Wabash County,17,185,2008,Adult obesity,11,27
IL,Warren County,17,187,2007,Adult obesity,11,27
UT,Tooele County,49,45,2006,Adult obesity,11,27
MN,Itasca County,27,61,2006,Adult obesity,11,27
MN,Itasca County,27,61,2007,Adult obesity,11,27
MN,Itasca County,27,61,2009,Adult obesity,11,27
TX,Nueces County,48,355,2006,Adult obesity,11,27
TX,Nueces County,48,355,2007,Adult obesity,11,27
GA,Lanier County,13,173,2005,Adult obesity,11,27
GA,Laurens County,13,175,2005,Adult obesity,11,27
GA,Lee County,13,177,2006,Adult obesity,11,27
TX,Ochiltree County,48,357,2008,Adult obesity,11,27
ID,Bear Lake County,16,7,2010,Adult obesity,11,27
ID,Benewah County,16,9,2006,Adult obesity,11,27
ID,Benewah County,16,9,2008,Adult obesity,11,27
ID,Benewah County,16,9,2010,Adult obesity,11,27
ID,Bingham County,16,11,2005,Adult obesity,11,27
ID,Adams County,16,3,2010,Adult obesity,11,27
ID,Bannock County,16,5,2007,Adult obesity,11,27
